when,appId,pacoVersion,experimentId,experimentName,experimentVersion,experimentGroupName,actionTriggerId,actionId,actionSpecId,responseTime,scheduledTime,timeZone,recentFullMeal,mealList,dishesContain,otherProtein,Form Duration,android,carrier,display,joined,make,model,schedule
2017/02/25 20:03:24+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/25/17 14:03,,-06:00,1,A cup of coffee with milk and sugar added.,6,,,,,,,,,
2017/02/25 20:03:24+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2/24/17 14:32,-06:00,,,,,,,,,,,,
2017/02/25 20:03:23+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2/23/17 14:53,-06:00,,,,,,,,,,,,
2017/02/25 17:24:27+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,43,,0,0,0,2/25/17 9:24,,-08:00,1,"Coffee withbalmond milk, Raisin Bran cereal with coconut milk","12,15",,,,,,,,,
2017/02/25 17:24:27+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,43,,0,0,0,,2/24/17 19:00,-08:00,,,,,,,,,,,,
2017/02/25 16:36:44+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,43,,0,0,0,2/25/17 11:36,,-05:00,1,Vanilla Greek Yogurt. Strawberries. Granola. Black coffee.,"6,9,12",,,,,,,,,
2017/02/25 16:36:43+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,43,,0,0,0,,2/24/17 19:36,-05:00,,,,,,,,,,,,
2017/02/25 04:48:14+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,0,0,0,2/24/17 23:48,,-05:00,3,Chicken and Ziti,"3,12",,96,,,,,,,
2017/02/25 03:38:50+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,43,,0,0,0,2/24/17 20:38,,-07:00,,,,,,,,,FALSE,,,
2017/02/25 03:38:27+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,43,,0,0,0,2/24/17 20:38,,-07:00,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/25 03:18:15+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,0,0,0,2/24/17 22:18,,-05:00,3,beef and veg soup,"1,8,10",,26,,,,,,,
2017/02/25 01:59:12+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/24/17 20:59,2/24/17 20:49,-05:00,3,Double Quarter Pounder with cheese. Large fry. Powerade,"1,6,8,12",,,,,,,,,
2017/02/25 01:54:37+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,43,,0,0,0,2/24/17 18:54,2/24/17 18:21,-07:00,2,4 slices of pepperoni pizza and bottled water,"1,6,8,12",,,,,,,,,
2017/02/25 01:51:33+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/24/17 19:51,2/24/17 19:48,-06:00,2,Shrimp & grits taco,"1,5,6,7,8",,,,,,,,,
2017/02/24 23:14:03+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/24/17 18:14,2/24/17 18:13,-05:00,2,I had a lean cuisine frozen dinner and a glass of lemonade,14,,,,,,,,,
2017/02/24 22:53:39+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/24/17 17:53,2/24/17 17:43,-05:00,2,salad,8,,39,,,,,,,
2017/02/24 22:36:14+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,43,,0,0,0,2/24/17 14:36,,-08:00,1,"4 Egg rolls containing: eggs, cheddar cheese, kale, cabbage, mushrooms, green onion, and turkey bacon.","3,6,7,8",,,,,,,,,
2017/02/24 21:27:59+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,41,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/24/17 15:27,2/24/17 15:13,-06:00,1,"egg, sweet potato, black beans, cheese, potatoes, apple","6,7,10,8,9",,90,,,,,,,
2017/02/24 20:52:10+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/24/17 15:52,2/24/17 14:35,-05:00,1,"1/2 plain bagel,  1 serving light cream cheese.  coffee with skim milk. ","12,6",,86,,,,,,,
2017/02/24 20:46:43+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,41,,0,0,0,2/24/17 15:46,2/24/17 15:44,-05:00,2,"I had tabbouleh salad with some French bread for lunch. The tabbouleh salad consisted of bulgar, parsley, tomatoes, and onion.","8,12",,,,,,,,,
2017/02/24 20:26:05+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,0,0,0,2/24/17 15:26,,-05:00,2,salami. cottage cheese.cheddar cheese.potato chips.,"2,6,8",,48,,,,,,,
2017/02/24 20:03:41+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/24/17 15:03,2/24/17 15:03,-05:00,2,chicken and plain yogurt,"3,6",,35,,,,,,,
2017/02/24 15:48:29+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,0,0,0,2/24/17 10:48,,-05:00,1,"eggs, bacon, cheese, chocolate milk","6,7,2",,79,,,,,,,
2017/02/24 14:44:29+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/24/17 9:44,,-05:00,1,I ate cereal and coffee for breakfast,6,,,,,,,,,
2017/02/24 10:50:10+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,0,0,0,2/24/17 5:50,,-05:00,3,"a small piece of bread,  a cup of soup,  a serving of green beans, a 10oz piece on grilled swordfish,  2 bites of chocolate cake. ","4,8,10,12,6",,141,,,,,,,
2017/02/24 07:32:42+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/23/17 23:32,,-08:00,3,"Cheese pizza, kale salad and ginger beer","6,8,12",,,,,,,,,
2017/02/24 07:15:30+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/24/17 2:15,,-05:00,3,6 chicken nuggets. 5 celery sticks and one tablespoon of smooth peanut butter. one cup of sliced pineapples,"3,8,9",,,,,,,,,
2017/02/24 07:15:30+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2/23/17 20:40,-05:00,,,,,,,,,,,,
2017/02/24 03:28:59+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,0,0,0,2/23/17 22:28,,-05:00,3,eggplant parmigiana. romaine lettuce salad,"6,7,8,12",,58,,,,,,,
2017/02/24 03:02:27+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/23/17 20:02,2/23/17 19:58,-07:00,3,chicken patty on a bun with honey mustard,3,,31,,,,,,,
2017/02/24 02:19:21+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,43,,0,0,0,2/23/17 20:19,2/23/17 17:55,-06:00,3,"Salad with lettuce, chicken, bacon, cheese, eggs, and ranch","2,3,7",,,,,,,,,
2017/02/24 02:14:32+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,41,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/23/17 18:14,2/23/17 17:34,-08:00,2,ham sandwich with sourdough bread,2,,1808,,,,,,,
2017/02/24 01:55:36+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/23/17 17:55,2/23/17 17:54,-08:00,2,"Pasta with mushrooms, shallots, garlic, olive oil, Parmesan cheese, chicken thighs, salt, pepper","3,6,8,12",,,,,,,,,
2017/02/24 00:49:04+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/23/17 19:48,,-05:00,2,Mash patatoes and chicken,"3,8",,,,,,,,,
2017/02/24 00:49:03+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2/23/17 16:58,-05:00,,,,,,,,,,,,
2017/02/24 00:45:02+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/23/17 16:45,2/23/17 16:38,-08:00,2,"Chicken, rice, beans, and a tortilla","3,10,12",,,,,,,,,
2017/02/24 00:06:38+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/23/17 19:06,2/23/17 18:56,-05:00,3,Fettuccine alfredo,"6,12",,30,,,,,,,
2017/02/23 23:57:08+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,43,,0,0,0,2/23/17 17:57,2/23/17 17:55,-06:00,3,"Salad with ranch, bacon, egg, ice burg lettuce, chicken,and cheese.","2,3,6,7",,,,,,,,,
2017/02/23 23:52:21+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/23/17 17:52,2/23/17 16:52,-06:00,2,"lean hamburger patty inside whole wheat sandwich bread, with cheese and lettuce","1,8,12",,104,,,,,,,
2017/02/23 21:58:55+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/23/17 16:58,2/23/17 16:58,-05:00,2,Mash potatoe and chicken,"3,8",,,,,,,,,
2017/02/23 21:47:59+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/23/17 16:47,2/23/17 16:40,-05:00,2,Chicken breast. Rice. Apple. Peanut butter.,"3,9,11",,,,,,,,,
2017/02/23 21:19:56+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/23/17 15:19,2/23/17 15:19,-06:00,2,Atkins fiesta bowl,"1,8,10",,43,,,,,,,
2017/02/23 16:53:33+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/23/17 11:53,,-05:00,2,Cheeseburger with a white bun and French fries.  80/20 beef with a slice of American cheese. Mayonnaise mustard and ketchup. A side of French fries.,"1,6",,,,,,,,,
2017/02/23 15:56:42+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/23/17 9:56,,-06:00,3,"cheeseburger, French fries, sprite",1,,,,,,,,,
2017/02/23 15:56:37+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2/22/17 19:46,-06:00,,,,,,,,,,,,
2017/02/23 13:50:35+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/23/17 6:50,,-07:00,3,"Hamburger, French fries, chili cheese fries, fruit punch, frozen custard","1,6,8,9,10,13",,,,,,,,,
2017/02/23 13:48:57+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2/22/17 19:38,-07:00,,,,,,,,,,,,
2017/02/23 12:12:15+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2017/02/23 17:12:15+0500,,+05:45,3,"Rice, chicken , pickel, potato","3,8,12",,,,,,,,,
2017/02/23 12:11:59+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2017/02/22 14:32:00+0500,+05:45,,,,,,,,,,,,
2017/02/23 07:43:04+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2/22/17 17:07,-05:00,,,,,,,,,,,,
2017/02/23 06:46:03+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,,2/22/17 20:46,-08:00,,,,,,,,,,,,
2017/02/23 06:10:51+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,,2/22/17 17:27,-08:00,,,,,,,,,,,,
2017/02/23 02:52:42+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2/22/17 17:30,-05:00,,,,,,,,,,,,
2017/02/23 02:48:27+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/22/17 20:48,,-06:00,3,Cod with parmesan cheese,4,,,,,,,,,
2017/02/23 02:48:27+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2/21/17 18:57,-06:00,,,,,,,,,,,,
2017/02/23 01:50:23+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/22/17 20:50,2/22/17 20:47,-05:00,2,chick fil a nuggets and fries ,"3,12,14",,47,,,,,,,
2017/02/23 01:50:20+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/22/17 20:50,2/22/17 20:47,-05:00,2,chick fil a nuggets and fries ,"3,12,14",,47,,,,,,,
2017/02/23 01:13:18+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/22/17 20:13,2/22/17 20:12,-05:00,3,"Chicken breast, baked macaroni and cheese, steamed broccoli","3,6,8",,,,,,,,,
2017/02/23 01:11:14+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/22/17 20:11,2/22/17 19:25,-05:00,2,cottage cheese. bbq potato chips,"6,12",,52,,,,,,,
2017/02/23 01:06:11+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,0,0,0,2/22/17 19:06,,-06:00,3,"chicken casserole, two slices whole wheat bread, raw tomato, raw small cucumber","3,8,9,12",,171,,,,,,,
2017/02/23 00:51:53+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,41,,0,0,0,2/22/17 19:51,,-05:00,3,"Brown fried rice, reduced sodium soy sauce, steamed broccoli, steamed carrots, steamed peas, purple rice steamed, steamed mushrooms, hard boiled egg, white beans, orange on the side.","7,8,9,10,12",,,,,,,,,
2017/02/22 23:20:35+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,0,0,0,2/22/17 18:20,,-05:00,1,Chocolate Brownie protein bar,"12,15",whatever is in protein bars as a source of protein,70,,,,,,,
2017/02/22 23:05:03+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/22/17 18:05,2/22/17 17:33,-05:00,2,turkey and cheese,"3,15",cheese,44,,,,,,,
2017/02/22 22:50:23+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/22/17 17:50,2/22/17 17:49,-05:00,2,I had a frozen entr̩e a lean cuisine entr̩e and a glass of lemonade and a banana,3,,,,,,,,,
2017/02/22 22:09:41+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/22/17 17:09,2/22/17 17:07,-05:00,2,"turkey sandwich on wheat bread with lettuce, light mayonnaise, sliced tomato, and a slice of swiss cheese. a bowl of green grapes. carrots.","3,8,9",,,,,,,,,
2017/02/22 22:08:03+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,,2/22/17 15:08,-05:00,,,,,,,,,,,,
2017/02/22 21:34:45+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/22/17 16:34,,-05:00,2,Chicken lunch meat sandwich with cheese mustard and mayonnaise.  2 hard boiled eggs and a bag of funyuns.,"3,6,7",,,,,,,,,
2017/02/22 20:35:18+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,0,0,0,2/22/17 15:35,,-05:00,1,granola bar,"11,12",,26,,,,,,,
2017/02/22 09:34:19+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2017/02/22 14:34:19+0500,2017/02/22 14:32:00+0500,+05:45,1,"sandwich, coffee,egg","6,7",,,,,,,,,
2017/02/22 04:47:13+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 20:47,2/21/17 20:30,-08:00,3,"Chicken taquitos, rice, pinto beans","3,10,12",,,,,,,,,
2017/02/22 02:47:56+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,41,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/21/17 20:47,2/21/17 20:10,-06:00,2,"taco meat, bell pepper, french fries, cheddar cheese","1,8,6",,152,,,,,,,
2017/02/22 02:20:05+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/21/17 20:20,2/21/17 20:14,-06:00,3,"chicken casserole, mashed potatoes, Mexican cornbread, cucumber, purple hull peas","3,6,12,8,10",,336,,,,,,,
2017/02/22 02:08:19+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 19:08,,-07:00,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/22 01:35:21+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 17:35,,-08:00,1,"Two hash browns, one fried egg, kale and carrot salad, one cup of coffee with almond milk and honey","7,8",,,,,,,,,
2017/02/22 01:31:07+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2017/02/22 06:31:07+0500,,+05:45,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/22 00:59:17+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 18:59,2/21/17 18:57,-06:00,3,Cooked 2 burgers in a skillet. Added cheese and bacon and ate without a bun.  Dipped into spicy mustard.,"1,6",,,,,,,,,
2017/02/22 00:30:43+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 16:30,2/21/17 16:30,-08:00,2,Pasta with Chicken and Tomato Sauce,"3,12",,,,,,,,,
2017/02/21 23:56:58+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/21/17 18:56,2/21/17 18:49,-05:00,3,steak and a baked potatoe,"1,6,8",,40,,,,,,,
2017/02/21 23:54:50+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 15:54,,-08:00,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/21 23:45:59+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/21/17 16:45,2/21/17 16:32,-07:00,3,"baked potato with 2 tbs sour cream, 2 tbs cheese, 1 tbs bacon bits, 1 tbs margarine",15,"no meat, just potato",65,,,,,,,
2017/02/21 23:42:54+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 18:42,,-05:00,,,,,,6,T-Mobile,2392x1440,TRUE,motorola,XT1575,New Group:[1487571621068:(1487571621070:Randomly 3 times per week between 02:00PM and 09:00PM incl weekends )]
2017/02/21 23:05:53+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 18:05,,-05:00,,,,,,7.1.1,Verizon Wireless,2392x1440,TRUE,Google,Pixel XL,New Group:[1487571621068:(1487571621070:Randomly 3 times per week between 02:00PM and 09:00PM incl weekends )]
2017/02/21 23:04:05+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/21/17 18:04,2/21/17 18:03,-05:00,3,slice of pepperoni pizza with dipping sauce and a piece of bbq pork chop,"2,6,12",,57,,,,,,,
2017/02/21 22:43:46+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 14:43,,-08:00,,,,,,6.0.1,MetroPCS,2560x1440,TRUE,samsung,SM-G920T1,New Group:[1487571621068:(1487571621070:Randomly 3 times per week between 02:00PM and 09:00PM incl weekends )]
2017/02/21 22:38:49+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 14:38,,-08:00,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/21 22:38:21+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,1.48757E+12,1.48757E+12,1.48757E+12,2/21/17 17:38,2/21/17 17:36,-05:00,3,"half ham & cheese sandwich. mashed potatoes & gravy, cole slaw ","2,6,8,12",,107,,,,,,,
2017/02/21 22:37:24+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 17:37,,-05:00,2,Salad and beef,"1,8",,,,,,,,,
2017/02/21 22:37:24+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,,2/21/17 15:27,-05:00,,,,,,,,,,,,
2017/02/21 22:15:02+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 17:15,,-05:00,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/21 22:05:40+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,41,,0,0,0,2/21/17 17:05,,-05:00,2,Brown steamed rice,"3,6,8,12",,,,,,,,,
2017/02/21 22:05:00+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,41,,0,0,0,,2/21/17 14:58,-05:00,,,,,,,,,,,,
2017/02/21 21:56:40+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 13:56,,-08:00,,,,,,4.4.4,,1920x1080,TRUE,samsung,SAMSUNG-SM-G900A,New Group:[1487571621068:(1487571621070:Randomly 3 times per week between 02:00PM and 09:00PM incl weekends )]
2017/02/21 21:52:12+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 16:52,,-05:00,2,Mushroom and pepperoni pizza,"2,6",,,,,,,,,
2017/02/21 21:50:43+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 16:50,,-05:00,2,"A sandwich on white bread with chicken breast lunch meat,2 slices of American cheese, mayonnaise and mustard .  2 hard boiled eggs, and a small bag of Fritos.",3,,,,,,,,,
2017/02/21 21:50:07+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 16:50,,-05:00,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/21 21:46:46+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 16:46,,-05:00,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/21 21:46:39+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,New Group,0,0,0,2/21/17 16:46,,-05:00,1,granola bar,"11,12",,60,,,,,,,
2017/02/21 21:43:00+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 16:43,,-05:00,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/21 21:39:11+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 15:39,,-06:00,,,,,,6.0.1,Verizon Wireless,2560x1440,TRUE,samsung,SM-G930V,New Group:[1487571621068:(1487571621070:Randomly 3 times per week between 02:00PM and 09:00PM incl weekends )]
2017/02/21 21:32:59+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 16:32,,-05:00,2,"Hot sausage, two eggs, one cup spinach.","2,7,8",,,,,,,,,
2017/02/21 21:31:51+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 16:31,,-05:00,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/21 21:30:07+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 16:30,,-05:00,,,,,,6.0.1,T-Mobile,1920x1080,TRUE,samsung,SM-G900T,New Group:[1487571621068:(1487571621070:Randomly 3 times per week between 02:00PM and 09:00PM incl weekends )]
2017/02/21 21:20:18+0000,Android,4.2.25,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 14:20,,-07:00,,,,,,6.0.1,AT&T,2560x1440,TRUE,samsung,SAMSUNG-SM-G891A,New Group:[1487571621068:(1487571621070:Randomly 3 times per week between 02:00PM and 09:00PM incl weekends )]
2017/02/21 21:10:05+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 16:10,,-05:00,,,,,,,,,TRUE,,,"{type = Random sampling (ESM),frequency = 3,esmPeriod = Week,startHour = 2:00pm,endHour = 9:00pm,weekends = true,times = [],repeatRate = 1,daysOfWeek = (Tue, Wed, Fri),nthOfMonth = 1,byDayOfMonth = true,dayOfMonth = 1}"
2017/02/21 21:02:43+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 15:01,,-06:00,2,I had two pieces of pizza and a milk.,"3,6",,,,,,,,,
2017/02/21 21:01:46+0000,iOS,1.1.7.1,4.67499E+15,Stanford Food Diary,42,,0,0,0,2/21/17 15:01,,-06:00,2,I had two pieces of pizza and a milk.,"3,6",,,,,,,,,
